Class Name,Time Elapsed,Precision,F1-Score,Accuracy
Random Forest (Balanced),3.4797311000000093,0.9995145743699517,0.9995109119593194,0.9995286117983826
Random Forest (Imbalanced),3.388111400000014,0.9995071825645155,0.9995040623926478,0.999516399668807
Naive Bayes (Gaussian),11.984149399999978,0.8168016351554284,0.3273953516723912,0.28604471104880214
Ada Boost,33.647873199999935,0.5387734935617421,0.6184391475130044,0.7275742558538844
K Nearest Neighbors (Weighted Distance),401.2752452,0.9946694511107074,0.9946663630916424,0.9946974933382833
